Epoch,Accuracy,Sybil %
1,0.3,20
2,0.3,20
3,0.3,20
4,0.3,20
5,0.3,20
6,0.3,20
7,0.3,20
8,0.3,20
9,0.3,20
10,0.3,20
11,0.3,20
12,0.3,20
13,0.3,20
14,0.3,20
15,0.3,20
16,0.3,20
17,0.3,20
18,0.3,20
19,0.3,20
20,0.3,20
21,0.3,20
22,0.3,20
23,0.3,20
24,0.3,20
25,0.3,20
26,0.3,20
27,0.3,20
28,0.3,20
29,0.3,20
30,0.3,20
31,0.3,20
32,0.3,20
33,0.3,20
34,0.3,20
35,0.3,20
36,0.3,20
37,0.3,20
38,0.3,20
39,0.3,20
40,0.3,20
41,0.3,20
42,0.3,20
43,0.3,20
44,0.3,20
45,0.3,20
46,0.3,20
47,0.3,20
48,0.3,20
49,0.3,20
50,0.3,20
51,0.3,20
52,0.3,20
53,0.3,20
54,0.3,20
55,0.3,20
56,0.3,20
57,0.3,20
58,0.3,20
59,0.3,20
60,0.3,20
61,0.3,20
62,0.3,20
63,0.3,20
64,0.3,20
65,0.3,20
66,0.3,20
67,0.3,20
68,0.3,20
69,0.3,20
70,0.3,20
71,0.3,20
72,0.3,20
73,0.3,20
74,0.3,20
75,0.3,20
76,0.3,20
77,0.3,20
78,0.3,20
79,0.3,20
80,0.3,20
81,0.3,20
82,0.3,20
83,0.3,20
84,0.3,20
85,0.3,20
86,0.3,20
87,0.3,20
88,0.3,20
89,0.3,20
90,0.3,20
91,0.3,20
92,0.3,20
93,0.3,20
94,0.3,20
95,0.3,20
96,0.3,20
97,0.3,20
98,0.3,20
99,0.3,20
100,0.3,20
