Epoch,Accuracy,Sybil %
1,0.6,50
2,0.7,50
3,0.7,50
4,0.7,50
5,0.7,50
6,0.7,50
7,0.7,50
8,0.6,50
9,0.6,50
10,0.6,50
11,0.6,50
12,0.6,50
13,0.7,50
14,0.7,50
15,0.7,50
16,0.6,50
17,0.6,50
18,0.6,50
19,0.6,50
20,0.6,50
21,0.6,50
22,0.6,50
23,0.5,50
24,0.5,50
25,0.5,50
26,0.5,50
27,0.5,50
28,0.5,50
29,0.5,50
30,0.5,50
31,0.5,50
32,0.5,50
33,0.5,50
34,0.5,50
35,0.5,50
36,0.6,50
37,0.6,50
38,0.6,50
39,0.6,50
40,0.6,50
41,0.5,50
42,0.5,50
43,0.5,50
44,0.5,50
45,0.5,50
46,0.5,50
47,0.5,50
48,0.5,50
49,0.5,50
50,0.5,50
51,0.5,50
52,0.5,50
53,0.5,50
54,0.5,50
55,0.5,50
56,0.5,50
57,0.5,50
58,0.5,50
59,0.5,50
60,0.5,50
61,0.5,50
62,0.5,50
63,0.5,50
64,0.5,50
65,0.5,50
66,0.5,50
67,0.5,50
68,0.5,50
69,0.5,50
70,0.5,50
71,0.5,50
72,0.5,50
73,0.5,50
74,0.5,50
75,0.5,50
76,0.5,50
77,0.5,50
78,0.5,50
79,0.5,50
80,0.5,50
81,0.5,50
82,0.5,50
83,0.5,50
84,0.5,50
85,0.5,50
86,0.5,50
87,0.5,50
88,0.5,50
89,0.5,50
90,0.5,50
91,0.5,50
92,0.5,50
93,0.5,50
94,0.5,50
95,0.5,50
96,0.5,50
97,0.5,50
98,0.5,50
99,0.5,50
100,0.5,50
